"","Year","Province","Electoral.District.Name.Nom.de.circonscription","Electoral.District.Number.Numéro.de.circonscription","Candidate.Candidat","Candidate.Residence.Résidence.du.candidat","Candidate.Occupation.Profession.du.candidat","Votes.Obtained.Votes.obtenus","Percentage.of.Votes.Obtained..Pourcentage.des.votes.obtenus","Majority.Majorité","Majority.Percentage.Pourcentage.de.majorité"
"128",2011,"New Brunswick/Nouveau-Brunswick","Saint John",13009,"Rodney Weston ** Conservative/Conservateur","Saint John, N.B./N.-B.","Manager/",18456,49.7,7074,19.1
"129",2011,"New Brunswick/Nouveau-Brunswick","Saint John",13009,"Rob Moir NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Clifton Royal, N.B./N.-B.","Economics Professor/",11382,30.7,NA,NA
"130",2011,"New Brunswick/Nouveau-Brunswick","Saint John",13009,"Stephen Chase Liberal/Libéral","Saint John, N.B./N.-B.","Operations Manager/",5964,16.1,NA,NA
"131",2011,"New Brunswick/Nouveau-Brunswick","Saint John",13009,"Sharon Murphy-Flatt Green Party/Parti Vert","Rothesay, N.B./N.-B.","Mother/",1017,2.7,NA,NA
"132",2011,"New Brunswick/Nouveau-Brunswick","Saint John",13009,"Arthur Jr. Watson Independent/Indépendant","Saint John, N.B./N.-B.","Self-employed/",294,0.8,NA,NA
"133",2011,"New Brunswick/Nouveau-Brunswick","Tobique--Mactaquac",13010,"Mike Allen ** Conservative/Conservateur","Douglas, N.B./N.-B.","Parliamentarian/",21108,62.7,14720,43.7
"134",2011,"New Brunswick/Nouveau-Brunswick","Tobique--Mactaquac",13010,"Pierre Cyr NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Grand Falls, N.B./N.-B.","LPN/",6388,19,NA,NA
"135",2011,"New Brunswick/Nouveau-Brunswick","Tobique--Mactaquac",13010,"Chuck Chiasson Liberal/Libéral","Grand Falls, N.B./N.-B.","Sales Representative/",5337,15.9,NA,NA
"136",2011,"New Brunswick/Nouveau-Brunswick","Tobique--Mactaquac",13010,"Rish McGlynn Green Party/Parti Vert","Moncton, N.B./N.-B.","Self-employed/",831,2.5,NA,NA
"137",2011,"Quebec/Québec","Abitibi--Baie-James--Nunavik--Eeyou",24046,"Romeo Saganash NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Québec, Que./Qc","/Conseiller politique et juridique",13961,44.8,6872,22
"138",2011,"Quebec/Québec","Abitibi--Baie-James--Nunavik--Eeyou",24046,"Jean-Maurice Matte Conservative/Conservateur","Senneterre, Que./Qc","/Maire",7089,22.7,NA,NA
"139",2011,"Quebec/Québec","Abitibi--Baie-James--Nunavik--Eeyou",24046,"Yvon Lévesque ** Bloc Québécois/Bloc Québécois","Val-d'Or, Que./Qc","/Parlementaire",5615,18,NA,NA
"140",2011,"Quebec/Québec","Abitibi--Baie-James--Nunavik--Eeyou",24046,"Léandre Gervais Liberal/Libéral","Val-d'Or, Que./Qc","/Ingénieur",3282,10.5,NA,NA
"141",2011,"Quebec/Québec","Abitibi--Baie-James--Nunavik--Eeyou",24046,"Johnny Kasudluak Green Party/Parti Vert","Inukjuak, Que./Qc","Caterer/Service Contractor/",1221,3.9,NA,NA
"142",2011,"Quebec/Québec","Abitibi--Témiscamingue",24001,"Christine Moore NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Dupuy, Que./Qc","Infirmière/",24763,51.2,9505,19.7
"143",2011,"Quebec/Québec","Abitibi--Témiscamingue",24001,"Marc Lemay ** Bloc Québécois/Bloc Québécois","Rouyn-Noranda, Que./Qc","/Avocat",15258,31.6,NA,NA
"144",2011,"Quebec/Québec","Abitibi--Témiscamingue",24001,"Steven Hébert Conservative/Conservateur","Val-d'Or, Que./Qc","Étudiant/",4777,9.9,NA,NA
"145",2011,"Quebec/Québec","Abitibi--Témiscamingue",24001,"Suzie Grenon Liberal/Libéral","Rouyn-Noranda, Que./Qc","/Commis-comptes payables",2859,5.9,NA,NA
"146",2011,"Quebec/Québec","Abitibi--Témiscamingue",24001,"Patrick Rochon Green Party/Parti Vert","Évain, Que./Qc","Technicien informatique/",694,1.4,NA,NA
"147",2011,"Quebec/Québec","Ahuntsic",24002,"Maria Mourani ** Bloc Québécois/Bloc Québécois","Blainville, Que./Qc","/Parlementaire",14908,31.8,708,1.5
"148",2011,"Quebec/Québec","Ahuntsic",24002,"Chantal Reeves NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Montréal, Que./Qc","/Préposée aux comm. d'urgence - 911",14200,30.3,NA,NA
"149",2011,"Quebec/Québec","Ahuntsic",24002,"Noushig Eloyan Liberal/Libéral","Montréal, Que./Qc","/Ingénieure junior",13087,27.9,NA,NA
"150",2011,"Quebec/Québec","Ahuntsic",24002,"Constantin Kiryakidis Conservative/Conservateur","Laval, Que./Qc","/Avocat",3770,8,NA,NA
"151",2011,"Quebec/Québec","Ahuntsic",24002,"Ted Kouretas Green Party/Parti Vert","Montréal, Que./Qc","/Enseignant",620,1.3,NA,NA
"152",2011,"Quebec/Québec","Ahuntsic",24002,"Jean-Olivier Berthiaume Rhinoceros/Rhinocéros","Montréal, Que./Qc","/Étudiant",299,0.6,NA,NA
"153",2011,"Quebec/Québec","Alfred-Pellan",24003,"Rosane Doré Lefebvre NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Laval, Que./Qc","/Commis de plancher",23098,42.1,10594,19.3
"154",2011,"Quebec/Québec","Alfred-Pellan",24003,"Robert Carrier ** Bloc Québécois/Bloc Québécois","Laval, Que./Qc","/Ingénieur",12504,22.8,NA,NA
"155",2011,"Quebec/Québec","Alfred-Pellan",24003,"Angelo G. Iacono Liberal/Libéral","Ottawa, Ont.","/Avocat",12070,22,NA,NA
"156",2011,"Quebec/Québec","Alfred-Pellan",24003,"Pierre Lefebvre Conservative/Conservateur","Laval, Que./Qc","/Entrepreneur et Paramédic",6157,11.2,NA,NA
"157",2011,"Quebec/Québec","Alfred-Pellan",24003,"Dylan Perceval-Maxwell Green Party/Parti Vert","Montréal, Que./Qc","/Businessman",798,1.5,NA,NA
"158",2011,"Quebec/Québec","Alfred-Pellan",24003,"Régent Millette Independent/Indépendant","Laval, Que./Qc","/Retraité",245,0.4,NA,NA
"159",2011,"Quebec/Québec","Argenteuil--Papineau--Mirabel",24004,"Mylène Freeman NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Verdun, Que./Qc","/Étudiante",25802,44.3,8922,15.3
"160",2011,"Quebec/Québec","Argenteuil--Papineau--Mirabel",24004,"Mario Laframboise ** Bloc Québécois/Bloc Québécois","Notre-Dame-de-la-Paix, Que./Qc","/Parlementaire",16880,29,NA,NA
"161",2011,"Quebec/Québec","Argenteuil--Papineau--Mirabel",24004,"Daniel Fox Liberal/Libéral","Verdun, Que./Qc","/Comptable agréé ",7135,12.2,NA,NA
"162",2011,"Quebec/Québec","Argenteuil--Papineau--Mirabel",24004,"Yvan Patry Conservative/Conservateur","Oka, Que./Qc","Retraité/",6497,11.1,NA,NA
"163",2011,"Quebec/Québec","Argenteuil--Papineau--Mirabel",24004,"Stephen Matthews Green Party/Parti Vert","Saint-André-d'Argenteuil, Que./Qc","/Enseignant",1506,2.6,NA,NA
"164",2011,"Quebec/Québec","Argenteuil--Papineau--Mirabel",24004,"Michel Daniel Guibord Independent/Indépendant","Mirabel, Que./Qc","Charpentier - Menuisier/",342,0.6,NA,NA
"165",2011,"Quebec/Québec","Argenteuil--Papineau--Mirabel",24004,"Christian-Simon Ferlatte Marxist-Leninist/Marxiste-Léniniste","Cantley, Que./Qc","/Étudiant",117,0.2,NA,NA
"166",2011,"Quebec/Québec","Bas-Richelieu--Nicolet--Bécancour",24054,"Louis Plamondon ** Bloc Québécois/Bloc Québécois","Sorel-Tracy, Que./Qc","/Parlementaire",19046,38.3,1341,2.7
"167",2011,"Quebec/Québec","Bas-Richelieu--Nicolet--Bécancour",24054,"Krista Lalonde NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Montréal, Que./Qc","Resolution Specialist/",17705,35.6,NA,NA
"168",2011,"Quebec/Québec","Bas-Richelieu--Nicolet--Bécancour",24054,"Charles Cartier Conservative/Conservateur","Saint-Gérard-Majella, Que./Qc","Agriculteur Bio./",6478,13,NA,NA
"169",2011,"Quebec/Québec","Bas-Richelieu--Nicolet--Bécancour",24054,"Rhéal Blais Liberal/Libéral","Sorel-Tracy, Que./Qc","/Entrepreneur en isolation-consultant",5024,10.1,NA,NA
"170",2011,"Quebec/Québec","Bas-Richelieu--Nicolet--Bécancour",24054,"Anne-Marie Tanguay Green Party/Parti Vert","Bécancour, Que./Qc","/Agricultrice",1479,3,NA,NA
"171",2011,"Quebec/Québec","Beauce",24005,"Maxime Bernier ** Conservative/Conservateur","Saint-Georges, Que./Qc","/Parlementaire",26799,50.7,10968,20.8
"172",2011,"Quebec/Québec","Beauce",24005,"Serge Bergeron NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Saint-Victor, Que./Qc","/Retraité",15831,30,NA,NA
"173",2011,"Quebec/Québec","Beauce",24005,"Claude Morin Liberal/Libéral","Saint-Georges, Que./Qc","/Retraité",5833,11,NA,NA
"174",2011,"Quebec/Québec","Beauce",24005,"Sylvio Morin Bloc Québécois/Bloc Québécois","Vaudreuil-Dorion, Que./Qc","/Directeur général",3535,6.7,NA,NA
"175",2011,"Quebec/Québec","Beauce",24005,"Etienne Doyon Lessard Green Party/Parti Vert","Lévis, Que./Qc","/Étudiant",852,1.6,NA,NA
"176",2011,"Quebec/Québec","Beauharnois--Salaberry",24006,"Anne Minh-Thu Quach NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Valleyfield, Que./Qc","/Enseignante au secondaire",23998,43.8,5816,10.6
"177",2011,"Quebec/Québec","Beauharnois--Salaberry",24006,"Claude DeBellefeuille ** Bloc Québécois/Bloc Québécois","Ormstown, Que./Qc","/Parlementaire",18182,33.2,NA,NA
"178",2011,"Quebec/Québec","Beauharnois--Salaberry",24006,"David Couturier Conservative/Conservateur","Ottawa, Ont.","/Conseiller politique",7049,12.9,NA,NA
"179",2011,"Quebec/Québec","Beauharnois--Salaberry",24006,"François Deslandres Liberal/Libéral","Montréal, Que./Qc","/Étudiant",4559,8.3,NA,NA
"180",2011,"Quebec/Québec","Beauharnois--Salaberry",24006,"Rémi Pelletier Green Party/Parti Vert","Sainte-Martine, Que./Qc","/Gestionnaire de projet",1003,1.8,NA,NA
"181",2011,"Quebec/Québec","Beauport--Limoilou",24007,"Raymond Côté NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Québec, Que./Qc","/Préposé aux renseignements",24306,46.1,10461,19.8
"182",2011,"Quebec/Québec","Beauport--Limoilou",24007,"Sylvie Boucher ** Conservative/Conservateur","Québec, Que./Qc","/Parlementaire",13845,26.2,NA,NA
"183",2011,"Quebec/Québec","Beauport--Limoilou",24007,"Michel Létourneau Bloc Québécois/Bloc Québécois","Québec, Que./Qc","/Producteur",10250,19.4,NA,NA
"184",2011,"Quebec/Québec","Beauport--Limoilou",24007,"Lorraine Chartier Liberal/Libéral","Beauceville, Que./Qc","/Sociologue",3162,6,NA,NA
"185",2011,"Quebec/Québec","Beauport--Limoilou",24007,"Louise Courville Green Party/Parti Vert","Québec, Que./Qc","/Musicienne-Réalisatrice",950,1.8,NA,NA
"186",2011,"Quebec/Québec","Beauport--Limoilou",24007,"Anne-Marie Genest CHP Canada/PHC Canada","Québec, Que./Qc","/Commis/service à la clientèle",124,0.2,NA,NA
"187",2011,"Quebec/Québec","Beauport--Limoilou",24007,"Claude Moreau Marxist-Leninist/Marxiste-Léniniste","Québec, Que./Qc","/Mécanicien machines fixes",122,0.2,NA,NA
"188",2011,"Quebec/Québec","Berthier--Maskinongé",24008,"Ruth Ellen Brosseau NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Gatineau, Que./Qc","/Assistant Manager",22403,39.6,5735,10.1
"189",2011,"Quebec/Québec","Berthier--Maskinongé",24008,"Guy André ** Bloc Québécois/Bloc Québécois","Trois-Rivières, Que./Qc","/Parlementaire",16668,29.4,NA,NA
"190",2011,"Quebec/Québec","Berthier--Maskinongé",24008,"Francine Gaudet Liberal/Libéral","Trois-Rivières, Que./Qc","/Directrice d'école",8060,14.2,NA,NA
"191",2011,"Quebec/Québec","Berthier--Maskinongé",24008,"Marie-Claude Godue Conservative/Conservateur","Saint-Léon, Que./Qc","/Femme d'affaires",7904,14,NA,NA
"192",2011,"Quebec/Québec","Berthier--Maskinongé",24008,"Léonie Matteau Green Party/Parti Vert","Shawinigan, Que./Qc","/Étudiante",1196,2.1,NA,NA
"193",2011,"Quebec/Québec","Berthier--Maskinongé",24008,"Martin Jubinville Rhinoceros/Rhinocéros","Saint-Norbert, Que./Qc","/Éducateur spécialisé",373,0.7,NA,NA
"194",2011,"Quebec/Québec","Bourassa",24009,"Denis Coderre ** Liberal/Libéral","Montréal-Nord, Que./Qc","/Parlementaire",15550,40.9,3280,8.6
"195",2011,"Quebec/Québec","Bourassa",24009,"Julie Demers NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Montréal-Nord, Que./Qc","/Rédactrice-Traductrice",12270,32.3,NA,NA
"196",2011,"Quebec/Québec","Bourassa",24009,"Daniel Mailhot Bloc Québécois/Bloc Québécois","Montréal, Que./Qc","/Directeur adjoint",6105,16.1,NA,NA
"197",2011,"Quebec/Québec","Bourassa",24009,"David Azoulay Conservative/Conservateur","Montréal, Que./Qc","/Chiropraticien",3354,8.8,NA,NA
"198",2011,"Quebec/Québec","Bourassa",24009,"Tiziana Centazzo Green Party/Parti Vert","Montréal-Nord, Que./Qc","/Service à la clientèle",613,1.6,NA,NA
"199",2011,"Quebec/Québec","Bourassa",24009,"Geneviève Royer Marxist-Leninist/Marxiste-Léniniste","Montréal, Que./Qc","/Enseignante",121,0.3,NA,NA
"200",2011,"Quebec/Québec","Brome--Missisquoi",24010,"Pierre Jacob NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Longueuil, Que./Qc","/Retraité (professeur)",22407,42.6,10818,20.6
"201",2011,"Quebec/Québec","Brome--Missisquoi",24010,"Denis Paradis Liberal/Libéral","Saint-Armand, Que./Qc","/Avocat",11589,22.1,NA,NA
"202",2011,"Quebec/Québec","Brome--Missisquoi",24010,"Christelle Bogosta Bloc Québécois/Bloc Québécois","Bedford, Que./Qc","/Professionnelle - santé et services sociaux",11173,21.3,NA,NA
"203",2011,"Quebec/Québec","Brome--Missisquoi",24010,"Nolan LeBlanc-Bauerle Conservative/Conservateur","Ottawa, Ont.","/Political Aide ",6256,11.9,NA,NA
"204",2011,"Quebec/Québec","Brome--Missisquoi",24010,"Benoit Lambert Green Party/Parti Vert","Bromont, Que./Qc","/Entrepreneur",1120,2.1,NA,NA
"205",2011,"Quebec/Québec","Brossard--La Prairie",24011,"Hoang Mai NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Montréal, Que./Qc","/Notaire",25512,41,8536,13.7
"206",2011,"Quebec/Québec","Brossard--La Prairie",24011,"Alexandra Mendès ** Liberal/Libéral","Brossard, Que./Qc","/Parlementaire",16976,27.3,NA,NA
"207",2011,"Quebec/Québec","Brossard--La Prairie",24011,"Marcel Lussier Bloc Québécois/Bloc Québécois","Brossard, Que./Qc","/Ingénieur",10890,17.5,NA,NA
"208",2011,"Quebec/Québec","Brossard--La Prairie",24011,"Maurice Brossard Conservative/Conservateur","La Prairie, Que./Qc","/Homme d'affaires",7806,12.6,NA,NA
"209",2011,"Quebec/Québec","Brossard--La Prairie",24011,"Kevin Murphy Green Party/Parti Vert","Brossard, Que./Qc","/Mécanicien d'ascenseur",900,1.4,NA,NA
"210",2011,"Quebec/Québec","Brossard--La Prairie",24011,"Normand Chouinard Marxist-Leninist/Marxiste-Léniniste","Saint-Philippe, Que./Qc","/Camionneur",110,0.2,NA,NA
"211",2011,"Quebec/Québec","Chambly--Borduas",24012,"Matthew Dubé NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Saint-Bruno, Que./Qc","/Étudiant",29591,42.7,10444,15.1
"212",2011,"Quebec/Québec","Chambly--Borduas",24012,"Yves Lessard ** Bloc Québécois/Bloc Québécois","Saint-Basile-le-Grand, Que./Qc","/Conseiller en relations de travail",19147,27.7,NA,NA
"213",2011,"Quebec/Québec","Chambly--Borduas",24012,"Jean-François Mercier Independent/Indépendant","Carignan, Que./Qc","/Humoriste",7843,11.3,NA,NA
"214",2011,"Quebec/Québec","Chambly--Borduas",24012,"Bernard DeLorme Liberal/Libéral","Mont-Saint-Hilaire, Que./Qc","/Retraité",6165,8.9,NA,NA
"215",2011,"Quebec/Québec","Chambly--Borduas",24012,"Nathalie Ferland Drolet Conservative/Conservateur","Saint-Jean-sur-Richelieu, Que./Qc","/Entrepreneur en traduction",5425,7.8,NA,NA
"216",2011,"Quebec/Québec","Chambly--Borduas",24012,"Nicholas Lescarbeau Green Party/Parti Vert","Chambly, Que./Qc","/Appariteur",1072,1.5,NA,NA
"217",2011,"Quebec/Québec","Charlesbourg--Haute-Saint-Charles",24013,"Anne-Marie Day NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Québec, Que./Qc","/Directrice générale",24131,45,7911,14.8
"218",2011,"Quebec/Québec","Charlesbourg--Haute-Saint-Charles",24013,"Daniel Petit ** Conservative/Conservateur","Québec, Que./Qc","/Parlementaire",16220,30.3,NA,NA
"219",2011,"Quebec/Québec","Charlesbourg--Haute-Saint-Charles",24013,"Félix Grenier Bloc Québécois/Bloc Québécois","Québec, Que./Qc","/Candidat au doctorat",8732,16.3,NA,NA
"220",2011,"Quebec/Québec","Charlesbourg--Haute-Saint-Charles",24013,"Martine Gaudreault Liberal/Libéral","Québec, Que./Qc","/Spécialiste en affaires publiques",3505,6.5,NA,NA
"221",2011,"Quebec/Québec","Charlesbourg--Haute-Saint-Charles",24013,"Simon Verret Green Party/Parti Vert","Québec, Que./Qc","/Étudiant",832,1.6,NA,NA
"222",2011,"Quebec/Québec","Charlesbourg--Haute-Saint-Charles",24013,"Simon Cormier CHP Canada/PHC Canada","Saint-Charles, Que./Qc","/Entrepreneur",189,0.4,NA,NA
"223",2011,"Quebec/Québec","Châteauguay--Saint-Constant",24015,"Sylvain Chicoine NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Delson, Que./Qc","/Agent de la paix",29156,52,14199,25.3
"224",2011,"Quebec/Québec","Châteauguay--Saint-Constant",24015,"Carole Freeman ** Bloc Québécois/Bloc Québécois","Léry, Que./Qc","/Avocate",14957,26.7,NA,NA
"225",2011,"Quebec/Québec","Châteauguay--Saint-Constant",24015,"André Turcôt Conservative/Conservateur","Saint-Constant, Que./Qc","/Homme d'affaires et agriculteur",5756,10.3,NA,NA
"226",2011,"Quebec/Québec","Châteauguay--Saint-Constant",24015,"Linda Schwey Liberal/Libéral","Outremont, Que./Qc","Chartered Accountant/",5069,9,NA,NA
"227",2011,"Quebec/Québec","Châteauguay--Saint-Constant",24015,"Clara Kwan Green Party/Parti Vert","Saint-Hubert, Que./Qc","/Entrepreneur",923,1.6,NA,NA
"228",2011,"Quebec/Québec","Châteauguay--Saint-Constant",24015,"Linda Sullivan Marxist-Leninist/Marxiste-Léniniste","Montréal, Que./Qc","/Commis de bureau",162,0.3,NA,NA
"229",2011,"Quebec/Québec","Chicoutimi--Le Fjord",24016,"Dany Morin NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Laterrière, Que./Qc","/Chiropraticien",19430,38.1,4755,9.3
"230",2011,"Quebec/Québec","Chicoutimi--Le Fjord",24016,"Robert Bouchard ** Bloc Québécois/Bloc Québécois","Chicoutimi, Que./Qc","/Parlementaire",14675,28.8,NA,NA
"231",2011,"Quebec/Québec","Chicoutimi--Le Fjord",24016,"Carol Néron Conservative/Conservateur","Jonquière, Que./Qc","/Conseiller en communications",12881,25.3,NA,NA
"232",2011,"Quebec/Québec","Chicoutimi--Le Fjord",24016,"Marc Pettersen Liberal/Libéral","Chicoutimi, Que./Qc","/Menuisier-Graphiste",2852,5.6,NA,NA
"233",2011,"Quebec/Québec","Chicoutimi--Le Fjord",24016,"Charles-Olivier Bolduc-Tremblay Green Party/Parti Vert","L'Anse-Saint-Jean, Que./Qc","/Enseignant",780,1.5,NA,NA
"234",2011,"Quebec/Québec","Chicoutimi--Le Fjord",24016,"Marielle Couture Rhinoceros/Rhinocéros","Chicoutimi, Que./Qc","/Artiste-Graphiste",340,0.7,NA,NA
"235",2011,"Quebec/Québec","Compton--Stanstead",24017,"Jean Rousseau NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Saint-Denis-de-Brompton, Que./Qc","/Conseiller en ressources humaines",24097,47.6,10918,21.6
"236",2011,"Quebec/Québec","Compton--Stanstead",24017,"France Bonsant ** Bloc Québécois/Bloc Québécois","Sherbrooke, Que./Qc","/Parlementaire",13179,26,NA,NA
"237",2011,"Quebec/Québec","Compton--Stanstead",24017,"William Hogg Liberal/Libéral","Magog, Que./Qc","/University Teacher",6132,12.1,NA,NA
"238",2011,"Quebec/Québec","Compton--Stanstead",24017,"Sandrine Gressard Bélanger Conservative/Conservateur","Compton, Que./Qc","/Formatrice",5982,11.8,NA,NA
"239",2011,"Quebec/Québec","Compton--Stanstead",24017,"Gary Caldwell Green Party/Parti Vert","Sainte-Edwidge, Que./Qc","/Entrepreneur",1241,2.5,NA,NA
"240",2011,"Quebec/Québec","Drummond",24018,"François Choquette NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Drummondville, Que./Qc","/Enseignant",24489,51.6,14079,29.7
"241",2011,"Quebec/Québec","Drummond",24018,"Roger Pomerleau ** Bloc Québécois/Bloc Québécois","Lefebvre, Que./Qc","/Parlementaire",10410,22,NA,NA
"242",2011,"Quebec/Québec","Drummond",24018,"Normand W. Bernier Conservative/Conservateur","Drummondville, Que./Qc","/Directeur général",7555,15.9,NA,NA
"243",2011,"Quebec/Québec","Drummond",24018,"Pierre Côté Liberal/Libéral","Drummondville, Que./Qc","/Consultant",3979,8.4,NA,NA
"244",2011,"Quebec/Québec","Drummond",24018,"Robin Fortin Green Party/Parti Vert","Wickham, Que./Qc","/Maraîcher",987,2.1,NA,NA
"245",2011,"Quebec/Québec","Gaspésie--Îles-de-la-Madeleine",24019,"Philip Toone NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Maria, Que./Qc","/Notaire",12427,33.8,777,2.1
"246",2011,"Quebec/Québec","Gaspésie--Îles-de-la-Madeleine",24019,"Daniel Côté Bloc Québécois/Bloc Québécois","Gaspé, Que./Qc","/Avocat",11650,31.6,NA,NA
"247",2011,"Quebec/Québec","Gaspésie--Îles-de-la-Madeleine",24019,"Régent Bastien Conservative/Conservateur","Paspébiac, Que./Qc","/Enseignant",6292,17.1,NA,NA
"248",2011,"Quebec/Québec","Gaspésie--Îles-de-la-Madeleine",24019,"Jules Duguay Liberal/Libéral","Port-Daniel, Que./Qc","/Directeur en loisirs",5533,15,NA,NA
"249",2011,"Quebec/Québec","Gaspésie--Îles-de-la-Madeleine",24019,"Julien Leblanc Green Party/Parti Vert","Nouvelle, Que./Qc","/Caméraman",913,2.5,NA,NA
"250",2011,"Quebec/Québec","Gatineau",24020,"Françoise Boivin NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Gatineau, Que./Qc","/Avocate",35262,61.8,26643,46.7
"251",2011,"Quebec/Québec","Gatineau",24020,"Richard Nadeau ** Bloc Québécois/Bloc Québécois","Gatineau, Que./Qc","Parlementaire/",8619,15.1,NA,NA
