Year,Province,Electoral.District.Name.Nom.de.circonscription,Candidate.Candidat,Candidate.Occupation.Profession.du.candidat,Votes.Obtained.Votes.obtenus,Percentage.of.Votes.Obtained..Pourcentage.des.votes.obtenus, 
2021,Ontario,York Centre/York-Centre,Nixon Nguyen People's Party - PPC/Parti populaire - PPC,IT Recruiter/Recruteur en technologie de l'information,1726,4.7,
2021,Ontario,York South--Weston/York-Sud--Weston,Ahmed Hussen ** Liberal/Libéral,Parliamentarian/Parlementaire,21644,56.1,
2021,Ontario,York South--Weston/York-Sud--Weston,Sajanth Mohan Conservative/Conservateur,Pastor/Pasteur,7783,20.2,
2021,Ontario,York South--Weston/York-Sud--Weston,Hawa Mire NDP-New Democratic Party/NPD-Nouveau Parti démocratique,Consultant/Consultante,6517,16.9,
2021,Ontario,York South--Weston/York-Sud--Weston,Sitara Chiu People's Party - PPC/Parti populaire - PPC,Engineer/Ingénieur,1754,4.5,
2021,Ontario,York South--Weston/York-Sud--Weston,Nicki Ward Green Party/Parti Vert,Self-Employed/Travailleuse indépendante,872,2.3,
2021,Ontario,York--Simcoe,Scot Davidson ** Conservative/Conservateur,Parliamentarian/Parlementaire,24900,50,
2021,Ontario,York--Simcoe,Daniella Johnson Liberal/Libéral,Management Consultant/Conseillère en gestion,14469,29,
2021,Ontario,York--Simcoe,Benjamin Jenkins NDP-New Democratic Party/NPD-Nouveau Parti démocratique,Graduate Student/Étudiant diplômé,6800,13.6,
2021,Ontario,York--Simcoe,Michael Lotter People's Party - PPC/Parti populaire - PPC,Student/Étudiant,3662,7.3,
2021,Manitoba,Brandon--Souris,Larry Maguire ** Conservative/Conservateur,Parliamentarian/Parlementaire,22733,59.6,
2021,Manitoba,Brandon--Souris,Whitney Hodgins NDP-New Democratic Party/NPD-Nouveau Parti démocratique,Security Professional/Professionnelle de la sécurité,7838,20.5,
2021,Manitoba,Brandon--Souris,Linda Branconnier Liberal/Libéral,Insurance Agent/Agente d'assurance,4608,12.1,
2021,Manitoba,Brandon--Souris,Tylor Baer People's Party - PPC/Parti populaire - PPC,Charity Fundraiser/Collecteur de fonds pour les charités,2981,7.8,
2021,Manitoba,Charleswood--St. James--Assiniboia--Headingley,Marty Morantz ** Conservative/Conservateur,Parliamentarian/Parlementaire,18111,40,
2021,Manitoba,Charleswood--St. James--Assiniboia--Headingley,Doug Eyolfson Liberal/Libéral,Physician/Médecin,17651,39,
2021,Manitoba,Charleswood--St. James--Assiniboia--Headingley,Madelaine Dwyer NDP-New Democratic Party/NPD-Nouveau Parti démocratique,Labourer/Manœuvre,6974,15.4,
2021,Manitoba,Charleswood--St. James--Assiniboia--Headingley,Angela Van Hussen People's Party - PPC/Parti populaire - PPC,Independent Business Owner/Propriétaire d'une entreprise indépendante,1594,3.5,
2021,Manitoba,Charleswood--St. James--Assiniboia--Headingley,Vanessa Parks Green Party/Parti Vert,Registered Nurse/Infirmière autorisée,947,2.1,
2021,Manitoba,Churchill--Keewatinook Aski,Niki Ashton ** NDP-New Democratic Party/NPD-Nouveau Parti démocratique,Parliamentarian/Parlementaire,7632,42.6,
2021,Manitoba,Churchill--Keewatinook Aski,Shirley Robinson Liberal/Libéral,First Nation Band Councillor/Conseillère de bande des Premières Nations,4514,25.2,
2021,Manitoba,Churchill--Keewatinook Aski,Charlotte Larocque Conservative/Conservateur,Entrepreneur/Entrepreneure,4330,24.2,
2021,Manitoba,Churchill--Keewatinook Aski,Dylan Young People's Party - PPC/Parti populaire - PPC,Accountant/Comptable,899,5,
2021,Manitoba,Churchill--Keewatinook Aski,Ralph McLean Green Party/Parti Vert,Newspaper Editor/Rédacteur en chef d'un journal,552,3.1,
2021,Manitoba,Dauphin--Swan River--Neepawa,Dan Mazier ** Conservative/Conservateur,Parliamentarian/Parlementaire,22718,59,
2021,Manitoba,Dauphin--Swan River--Neepawa,Arthur Holroyd NDP-New Democratic Party/NPD-Nouveau Parti démocratique,Educator/Éducateur,5678,14.7,
2021,Manitoba,Dauphin--Swan River--Neepawa,Kevin Carlson Liberal/Libéral,Automotive Salesperson/Vendeur d'automobiles,4892,12.7,
2021,Manitoba,Dauphin--Swan River--Neepawa,Donnan McKenna People's Party - PPC/Parti populaire - PPC,Retired RCMP Superintendent/Surintendant de la GRC à la retraite,4052,10.5,
2021,Manitoba,Dauphin--Swan River--Neepawa,Shirley Lambrecht Green Party/Parti Vert,Retired/À la retraite,835,2.2,
2021,Manitoba,Dauphin--Swan River--Neepawa,Lori Falloon-Austin Maverick Party/Maverick Party,Homemaker/Personne au foyer,339,0.9,
2021,Manitoba,Elmwood--Transcona,Daniel Blaikie ** NDP-New Democratic Party/NPD-Nouveau Parti démocratique,Parliamentarian/Parlementaire,20791,49.7,
2021,Manitoba,Elmwood--Transcona,Rejeanne Caron Conservative/Conservateur,Police Officer/Policière,11768,28.1,
2021,Manitoba,Elmwood--Transcona,Sara Mirwaldt Liberal/Libéral,Legal Assistant/Assistante juridique,6169,14.7,
2021,Manitoba,Elmwood--Transcona,Jamie Cumming People's Party - PPC/Parti populaire - PPC,Marketer and Charity Fundraiser/Marketer et collecteur de fonds pour les charités,2435,5.8,
2021,Manitoba,Elmwood--Transcona,Devlin Hinchey Green Party/Parti Vert,Continuous Improvement Manager/Directeur de l'amélioration continue,676,1.6,
2021,Manitoba,Kildonan--St. Paul,Raquel Dancho ** Conservative/Conservateur,Parliamentarian/Parlementaire,18375,41.8,
2021,Manitoba,Kildonan--St. Paul,Mary-Jane Bennett Liberal/Libéral,Consultant/Consultante,12934,29.4,
2021,Manitoba,Kildonan--St. Paul,Emily Clark NDP-New Democratic Party/NPD-Nouveau Parti démocratique,Education Technology Product Specialist /Spécialiste des produits de technologie éducative ,10313,23.5,
2021,Manitoba,Kildonan--St. Paul,Sean Howe People's Party - PPC/Parti populaire - PPC,Locomotive Engineer/Ingénieur de locomotive,2325,5.3,
2021,Manitoba,Portage--Lisgar,Candice Bergen ** Conservative/Conservateur,Parliamentarian/Parlementaire,23819,52.5,
2021,Manitoba,Portage--Lisgar,Solomon Wiebe People's Party - PPC/Parti populaire - PPC,Unemployed/Sans emploi,9790,21.6,
2021,Manitoba,Portage--Lisgar,Ken Friesen NDP-New Democratic Party/NPD-Nouveau Parti démocratique,Sales/Vente,6068,13.4,
2021,Manitoba,Portage--Lisgar,Andrew Carrier Liberal/Libéral,Vice President/Vice-président,4967,11,
2021,Manitoba,Portage--Lisgar,Jerome Dondo Christian Heritage Party/Parti de l'Héritage Chrétien,Chartered Professional Accountant/Comptable professionnel agréé,712,1.6,
2021,Manitoba,Provencher,Ted Falk ** Conservative/Conservateur,Parliamentarian/Parlementaire,24294,48.7,
2021,Manitoba,Provencher,Trevor Kirczenow Liberal/Libéral,Community Advocate/Avocat populaire,8471,17,
2021,Manitoba,Provencher,Nöel Gautron People's Party - PPC/Parti populaire - PPC,Commercial Driver/Chauffeur commercial,8227,16.5,
2021,Manitoba,Provencher,Serina Pottinger NDP-New Democratic Party/NPD-Nouveau Parti démocratique,Assistant/Assistante,6270,12.6,
2021,Manitoba,Provencher,Rick Loewen Independent/Indépendant(e),Foster Parent/Parent d'accueil,1366,2.7,
2021,Manitoba,Provencher,Janine G. Gibson Green Party/Parti Vert,Organic Agriculture Inspector/Inspection de l'agriculture biologique,1273,2.6,
2021,Manitoba,Saint Boniface--Saint Vital/Saint-Boniface--Saint-Vital,Dan Vandal ** Liberal/Libéral,Parliamentarian/Parlementaire,19908,43.8,
2021,Manitoba,Saint Boniface--Saint Vital/Saint-Boniface--Saint-Vital,Shola Agboola Conservative/Conservateur,Correctional Officer/Agent correctionnel,12749,28,
2021,Manitoba,Saint Boniface--Saint Vital/Saint-Boniface--Saint-Vital,Meghan Waters NDP-New Democratic Party/NPD-Nouveau Parti démocratique,Teacher/Enseignante,9767,21.5,
2021,Manitoba,Saint Boniface--Saint Vital/Saint-Boniface--Saint-Vital,Jane MacDiarmid People's Party - PPC/Parti populaire - PPC,Retired EAL Instructor/Enseignante d'EAL à la retraite,1978,4.4,
2021,Manitoba,Saint Boniface--Saint Vital/Saint-Boniface--Saint-Vital,Laurent Poliquin Green Party/Parti Vert,Teacher/Enseignant,676,1.5,
2021,Manitoba,Saint Boniface--Saint Vital/Saint-Boniface--Saint-Vital,Sébastien CoRhino Parti Rhinocéros Party/Parti Rhinocéros Party,Chef/Chef cuisinier,80,0.2,
2021,Manitoba,Saint Boniface--Saint Vital/Saint-Boniface--Saint-Vital,Scott A A Anderson Independent/Indépendant(e),Operator/Opérateur,58,0.1,
2021,Manitoba,Saint Boniface--Saint Vital/Saint-Boniface--Saint-Vital,Naomi Crisostomo Independent/Indépendant(e),Legal Assistant/Assistante juridique,31,0.1,
2021,Manitoba,Saint Boniface--Saint Vital/Saint-Boniface--Saint-Vital,Kerri Hildebrandt Independent/Indépendant(e),Engineer/Ingénieure,31,0.1,
2021,Manitoba,Saint Boniface--Saint Vital/Saint-Boniface--Saint-Vital,Charles Currie Independent/Indépendant(e),Comedy writer/Auteur humoristique,25,0.1,
2021,Manitoba,Saint Boniface--Saint Vital/Saint-Boniface--Saint-Vital,Jean-Denis Boudreault Independent/Indépendant(e),Social Worker/Travailleur social,24,0.1,
2021,Manitoba,Saint Boniface--Saint Vital/Saint-Boniface--Saint-Vital,Patrick Strzalkowski Independent/Indépendant(e),Student/Étudiant,21,0,
2021,Manitoba,Saint Boniface--Saint Vital/Saint-Boniface--Saint-Vital,Matthew Correia VCP/CAC,Electrician and Builder/Électricien et constructeur,17,0,
2021,Manitoba,Saint Boniface--Saint Vital/Saint-Boniface--Saint-Vital,Denis Berthiaume Independent/Indépendant(e),Engineer/Ingénieur,16,0,
2021,Manitoba,Saint Boniface--Saint Vital/Saint-Boniface--Saint-Vital,Tomas Szuchewycz Independent/Indépendant(e),Software Developer/Développeur de logiciels ,15,0,
2021,Manitoba,Saint Boniface--Saint Vital/Saint-Boniface--Saint-Vital,Alexandra Engering Independent/Indépendant(e),Unemployed/Sans emploi,14,0,
2021,Manitoba,Saint Boniface--Saint Vital/Saint-Boniface--Saint-Vital,Ryan Huard Independent/Indépendant(e),Firmware Developer/Développeur de micrologiciels,14,0,
2021,Manitoba,Saint Boniface--Saint Vital/Saint-Boniface--Saint-Vital,Scott Falkingham Independent/Indépendant(e),Software Developer/Développeur de logiciels ,14,0,
2021,Manitoba,Saint Boniface--Saint Vital/Saint-Boniface--Saint-Vital,Eliana Rosenblum Independent/Indépendant(e),Student/Étudiant,13,0,
2021,Manitoba,Saint Boniface--Saint Vital/Saint-Boniface--Saint-Vital,Manon Lili Desbiens Independent/Indépendant(e),Dental Secretary/Secrétaire dentaire,11,0,
2021,Manitoba,Saint Boniface--Saint Vital/Saint-Boniface--Saint-Vital,Conrad Lukawski Independent/Indépendant(e),Software Developer/Développeur de logiciels ,7,0,
2021,Manitoba,Selkirk--Interlake--Eastman,James Bezan ** Conservative/Conservateur,Parliamentarian/Parlementaire,28308,57.1,
2021,Manitoba,Selkirk--Interlake--Eastman,Margaret Smith NDP-New Democratic Party/NPD-Nouveau Parti démocratique,Retired Teacher/Enseignante à la retraite,9604,19.4,
2021,Manitoba,Selkirk--Interlake--Eastman,Detlev Regelsky Liberal/Libéral,Retired Welder/Soudeur à la retraite,6567,13.2,
2021,Manitoba,Selkirk--Interlake--Eastman,Ian Kathwaroon People's Party - PPC/Parti populaire - PPC,Driver/Counselor/Chauffeur/conseiller,3800,7.7,
2021,Manitoba,Selkirk--Interlake--Eastman,Wayne James Green Party/Parti Vert,Farmer/Agriculteur,1328,2.7,
2021,Manitoba,Winnipeg Centre/Winnipeg-Centre,Leah Gazan ** NDP-New Democratic Party/NPD-Nouveau Parti démocratique,Parliamentarian/Parlementaire,14962,50.3,
2021,Manitoba,Winnipeg Centre/Winnipeg-Centre,Paul Ong Liberal/Libéral,Educator/Vice-Principal/Éducateur/directeur adjoint,8446,28.4,
2021,Manitoba,Winnipeg Centre/Winnipeg-Centre,Sabrina Brenot Conservative/Conservateur,Office Manager/Cheffe de bureau,3818,12.8,
2021,Manitoba,Winnipeg Centre/Winnipeg-Centre,Bhavni Bhakoo People's Party - PPC/Parti populaire - PPC,"Artist, Businesswoman/Artiste, femme d'affaires",1229,4.1,
2021,Manitoba,Winnipeg Centre/Winnipeg-Centre,Andrew Brown Green Party/Parti Vert,Archivist/Records Manager/Archiviste/gestionnaire de documents,708,2.4,
2021,Manitoba,Winnipeg Centre/Winnipeg-Centre,Jamie Buhler Libertarian/Libertarien,Property Manager/Gestionnaire immobilier,373,1.3,
2021,Manitoba,Winnipeg Centre/Winnipeg-Centre,Debra Wall Animal Protection Party/Parti Protection Animaux,"Support, Central Processing Operations/Soutien, opérations centrales de traitement ",213,0.7,
2021,Manitoba,Winnipeg North/Winnipeg-Nord,Kevin Lamoureux ** Liberal/Libéral,Parliamentarian/Parlementaire,16442,52.3,
2021,Manitoba,Winnipeg North/Winnipeg-Nord,Melissa Chung-Mowat NDP-New Democratic Party/NPD-Nouveau Parti démocratique,Community Engagement Consultant/Consultante en engagement communautaire,8998,28.6,
2021,Manitoba,Winnipeg North/Winnipeg-Nord,Anas Kassem Conservative/Conservateur,Student/Étudiant,4126,13.1,
2021,Manitoba,Winnipeg North/Winnipeg-Nord,Patrick Neilan People's Party - PPC/Parti populaire - PPC,Professional Sales Clerk/Vendeur de commerce de détail,1315,4.2,
2021,Manitoba,Winnipeg North/Winnipeg-Nord,Angela Brydges Green Party/Parti Vert,Administrative Coordinator/Coordonnatrice administrative,418,1.3,
2021,Manitoba,Winnipeg North/Winnipeg-Nord,Robert Crooks Communist/Communiste,Development Coordinator/Coordonnateur du développement,109,0.3,
2021,Manitoba,Winnipeg South/Winnipeg-Sud,Terry Duguid ** Liberal/Libéral,Parliamentarian/Parlementaire,22423,47.5,
2021,Manitoba,Winnipeg South/Winnipeg-Sud,Melanie Maher Conservative/Conservateur,Political Staffer/Membre du personnel politique,15967,33.8,
2021,Manitoba,Winnipeg South/Winnipeg-Sud,Aiden Kahanovitch NDP-New Democratic Party/NPD-Nouveau Parti démocratique,Human Resources Professional/Professionnel des ressources humaines,6632,14,
2021,Manitoba,Winnipeg South/Winnipeg-Sud,Byron Curtis Gryba People's Party - PPC/Parti populaire - PPC,Small Business Owner/Propriétaire de petite entreprise,1542,3.3,
2021,Manitoba,Winnipeg South/Winnipeg-Sud,Greg Boettcher Green Party/Parti Vert,IT Consultant/Consultant en technologie de l'information,681,1.4,
2021,Manitoba,Winnipeg South Centre/Winnipeg-Centre-Sud,Jim Carr ** Liberal/Libéral,Parliamentarian/Parlementaire,22214,45.5,
2021,Manitoba,Winnipeg South Centre/Winnipeg-Centre-Sud,Joyce Bateman Conservative/Conservateur,"CPA,CA/CPA-CA",13566,27.8,
2021,Manitoba,Winnipeg South Centre/Winnipeg-Centre-Sud,Julia Riddell NDP-New Democratic Party/NPD-Nouveau Parti démocratique,Psychologist/Professor/Psychologue/professeure,10064,20.6,
2021,Manitoba,Winnipeg South Centre/Winnipeg-Centre-Sud,Chase Wells People's Party - PPC/Parti populaire - PPC,General labour/Manœuvre général,1352,2.8,
2021,Manitoba,Winnipeg South Centre/Winnipeg-Centre-Sud,Douglas Hemmerling Green Party/Parti Vert,Teacher/Enseignant,1341,2.7,
2021,Manitoba,Winnipeg South Centre/Winnipeg-Centre-Sud,Cam Scott Communist/Communiste,Arts Administrator/Administrateur des affaires culturelles,234,0.5,
2021,Saskatchewan,Battlefords--Lloydminster,Rosemarie Falk ** Conservative/Conservateur,Parliamentarian/Parlementaire,21336,68.7,
2021,Saskatchewan,Battlefords--Lloydminster,Erik Hansen NDP-New Democratic Party/NPD-Nouveau Parti démocratique,Retired/À la retraite,3718,12,
2021,Saskatchewan,Battlefords--Lloydminster,Ken Rutherford Maverick Party/Maverick Party,Instructor/Real Estate Appraiser/Instructeur/évaluateur immobilier,2162,7,
2021,Saskatchewan,Battlefords--Lloydminster,Terry Sieben People's Party - PPC/Parti populaire - PPC,Self-Employed/Travailleur indépendant,1847,5.9,
2021,Saskatchewan,Battlefords--Lloydminster,Larry Ingram Liberal/Libéral,Farmer/Agriculteur,1748,5.6,
2021,Saskatchewan,Battlefords--Lloydminster,Kerri Wall Green Party/Parti Vert,self-Employed/Travailleuse indépendante,237,0.8,
2021,Saskatchewan,Carlton Trail--Eagle Creek/Sentier Carlton--Eagle Creek,Kelly Block ** Conservative/Conservateur,Parliamentarian/Parlementaire,28192,68.6,
2021,Saskatchewan,Carlton Trail--Eagle Creek/Sentier Carlton--Eagle Creek,Shannon O'Toole NDP-New Democratic Party/NPD-Nouveau Parti démocratique,Continuing Care Assistant/Assistante de soins continus,5608,13.6,
2021,Saskatchewan,Carlton Trail--Eagle Creek/Sentier Carlton--Eagle Creek,Micheal Bohach People's Party - PPC/Parti populaire - PPC,Sales Manager/Directeur des ventes,3791,9.2,
2021,Saskatchewan,Carlton Trail--Eagle Creek/Sentier Carlton--Eagle Creek,Harrison Andruschak Liberal/Libéral,Field Organizer/Organisateur de terrain,2066,5,
2021,Saskatchewan,Carlton Trail--Eagle Creek/Sentier Carlton--Eagle Creek,Diane Pastoor Maverick Party/Maverick Party,Farmer/Agricultrice,1053,2.6,
2021,Saskatchewan,Carlton Trail--Eagle Creek/Sentier Carlton--Eagle Creek,Cherese Reemaul Green Party/Parti Vert,Social Services/Services sociaux,379,0.9,
2021,Saskatchewan,Cypress Hills--Grasslands,Jeremy Patzer ** Conservative/Conservateur,Parliamentarian/Parlementaire,24518,71.5,
2021,Saskatchewan,Cypress Hills--Grasslands,Alex McPhee NDP-New Democratic Party/NPD-Nouveau Parti démocratique,Cartographer/Cartographe,3604,10.5,
2021,Saskatchewan,Cypress Hills--Grasslands,Charles Reginald Hislop People's Party - PPC/Parti populaire - PPC,Battery Operator/Opérateur de batterie de réservoirs,2826,8.2,
2021,Saskatchewan,Cypress Hills--Grasslands,Mackenzie Hird Liberal/Libéral,Public Servant/Fonctionnaire,1492,4.4,
2021,Saskatchewan,Cypress Hills--Grasslands,Mark Skagen Maverick Party/Maverick Party,Retired/À la retraite,1360,4,
2021,Saskatchewan,Cypress Hills--Grasslands,Carol Vandale Green Party/Parti Vert,Owner of Daystar Consulting/Propriétaire de Daystar Consulting,284,0.8,
2021,Saskatchewan,Cypress Hills--Grasslands,Maria Rose Lewans Independent/Indépendant(e),Plumber/Plombière,193,0.6,
2021,Saskatchewan,Desnethé--Missinippi--Churchill River/Desnethé--Missinippi--Rivière Churchill,Gary Vidal ** Conservative/Conservateur,Parliamentarian/Parlementaire,10036,48.8,
2021,Saskatchewan,Desnethé--Missinippi--Churchill River/Desnethé--Missinippi--Rivière Churchill,Buckley Belanger Liberal/Libéral,Legislator/Législateur,5533,26.9,
2021,Saskatchewan,Desnethé--Missinippi--Churchill River/Desnethé--Missinippi--Rivière Churchill,Harmonie King NDP-New Democratic Party/NPD-Nouveau Parti démocratique,Registered Social Worker/Travailleuse sociale agréée,3548,17.2,
2021,Saskatchewan,Desnethé--Missinippi--Churchill River/Desnethé--Missinippi--Rivière Churchill,Dezirae Reddekopp People's Party - PPC/Parti populaire - PPC,Respiratory Therapist/Inhalothérapeute,1002,4.9,
2021,Saskatchewan,Desnethé--Missinippi--Churchill River/Desnethé--Missinippi--Rivière Churchill,Stephen King Independent/Indépendant(e),Teacher/Enseignant,240,1.2,
2021,Saskatchewan,Desnethé--Missinippi--Churchill River/Desnethé--Missinippi--Rivière Churchill,Nasser Dean Chalifoux Green Party/Parti Vert,Homesteader/Homesteader,215,1,
2021,Saskatchewan,Moose Jaw--Lake Centre--Lanigan,Fraser Tolmie Conservative/Conservateur,Mayor of Moose Jaw/Maire de Moose Jaw,24869,60.4,
2021,Saskatchewan,Moose Jaw--Lake Centre--Lanigan,Talon Regent NDP-New Democratic Party/NPD-Nouveau Parti démocratique,Lawyer/Avocat,7975,19.4,
2021,Saskatchewan,Moose Jaw--Lake Centre--Lanigan,Chey Craik People's Party - PPC/Parti populaire - PPC,Regulatory Compliance Manager/Responsable de la conformité réglementaire,4712,11.4,
2021,Saskatchewan,Moose Jaw--Lake Centre--Lanigan,Katelyn Zimmer Liberal/Libéral,Veterinarian/Vétérinaire,2526,6.1,
2021,Saskatchewan,Moose Jaw--Lake Centre--Lanigan,David Craig Townsend Maverick Party/Maverick Party,Engineer/Ingénieur,664,1.6,
2021,Saskatchewan,Moose Jaw--Lake Centre--Lanigan,Isaiah Hunter Green Party/Parti Vert,Student/Étudiant,438,1.1,
2021,Saskatchewan,Prince Albert,Randy Hoback ** Conservative/Conservateur,Parliamentarian/Parlementaire,22340,64.9,
2021,Saskatchewan,Prince Albert,Ken MacDougall NDP-New Democratic Party/NPD-Nouveau Parti démocratique,Teacher/Enseignant,5214,15.1,
2021,Saskatchewan,Prince Albert,Estelle Hjertaas Liberal/Libéral,Lawyer/Avocate,3653,10.6,
2021,Saskatchewan,Prince Albert,Joseph McCrea People's Party - PPC/Parti populaire - PPC,Property Manager/Gestionnaire immobilier,2388,6.9,
2021,Saskatchewan,Prince Albert,Heather Schmitt Maverick Party/Maverick Party,Business Owner/Propriétaire d'entreprise,466,1.4,
2021,Saskatchewan,Prince Albert,Hamish Graham Green Party/Parti Vert,Orchard Owner/Propriétaire de verger,364,1.1,
2021,Saskatchewan,Regina--Lewvan,Warren Steinley ** Conservative/Conservateur,Parliamentarian/Parlementaire,21375,46.8,
2021,Saskatchewan,Regina--Lewvan,Tria Donaldson NDP-New Democratic Party/NPD-Nouveau Parti démocratique,Communications Officer/Agente des communications,15763,34.5,
2021,Saskatchewan,Regina--Lewvan,Susan Cameron Liberal/Libéral,Federal Public Servant/Fonctionnaire fédérale,6310,13.8,
2021,Saskatchewan,Regina--Lewvan,Roderick Kletchko People's Party - PPC/Parti populaire - PPC,Business Owner/Propriétaire d'entreprise,1635,3.6,
2021,Saskatchewan,Regina--Lewvan,Michael Wright Green Party/Parti Vert,Public School Teacher/Enseignant à l'école publique,560,1.2,
2021,Saskatchewan,Regina--Qu'Appelle,Andrew Scheer ** Conservative/Conservateur,Parliamentarian/Parlementaire,20400,61.9,
2021,Saskatchewan,Regina--Qu'Appelle,Annaliese Bos NDP-New Democratic Party/NPD-Nouveau Parti démocratique,Veterinary Technologist/Technologue vétérinaire,6879,20.9,
2021,Saskatchewan,Regina--Qu'Appelle,Cecilia Melanson Liberal/Libéral,"Graphic Designer, Daycare Operator/Graphiste, directrice de garderie",3344,10.1,
2021,Saskatchewan,Regina--Qu'Appelle,Andrew Yubeta People's Party - PPC/Parti populaire - PPC,Geologist/Géologue,1668,5.1,
2021,Saskatchewan,Regina--Qu'Appelle,Naomi Hunter Green Party/Parti Vert,Farmer/Artist/Agricultrice/artiste,668,2,
2021,Saskatchewan,Regina--Wascana,Michael Kram ** Conservative/Conservateur,Parliamentarian/Parlementaire,19261,49.9,
2021,Saskatchewan,Regina--Wascana,Sean McEachern Liberal/Libéral,Public Servant/Fonctionnaire,10390,26.9,
2021,Saskatchewan,Regina--Wascana,Erin Hidlebaugh NDP-New Democratic Party/NPD-Nouveau Parti démocratique,Community Connection Coordinator/Coordonnatrice de connexion communautaire,6975,18.1,
2021,Saskatchewan,Regina--Wascana,Mario Milanovski People's Party - PPC/Parti populaire - PPC,Senior IT Analyst/Analyste principal en technologie de l'information,1352,3.5,
2021,Saskatchewan,Regina--Wascana,Victor Lau Green Party/Parti Vert,Consultant/Consultant,622,1.6,
2021,Saskatchewan,Saskatoon West/Saskatoon-Ouest,Brad Redekopp ** Conservative/Conservateur,Parliamentarian/Parlementaire,15379,45.4,
2021,Saskatchewan,Saskatoon West/Saskatoon-Ouest,Robert Doucette NDP-New Democratic Party/NPD-Nouveau Parti démocratique,Executive Director/Directeur général,13328,39.3,
2021,Saskatchewan,Saskatoon West/Saskatoon-Ouest,Ruben Rajakumar Liberal/Libéral,Physician (Cardiologist)/Médecin (cardiologue),2778,8.2,
2021,Saskatchewan,Saskatoon West/Saskatoon-Ouest,Kevin Boychuk People's Party - PPC/Parti populaire - PPC,Business Owner/Propriétaire d'entreprise,2064,6.1,
2021,Saskatchewan,Saskatoon West/Saskatoon-Ouest,Dave Greenfield Green Party/Parti Vert,"Citizen, Activist and Thinker/Citoyen, activiste et penseur",357,1.1,
2021,Saskatchewan,Saskatoon--Grasswood,Kevin Waugh ** Conservative/Conservateur,Parliamentarian/Parlementaire,22760,49.9,
2021,Saskatchewan,Saskatoon--Grasswood,Kyla Kitzul NDP-New Democratic Party/NPD-Nouveau Parti démocratique,"Manager, Food Service Industry/Gestionnaire, secteur de la restauration",13720,30.1,
2021,Saskatchewan,Saskatoon--Grasswood,Rokhan Sarwar Liberal/Libéral,"Retail Store Manager/Directeur de magasin, commerce de détail",6460,14.2,
2021,Saskatchewan,Saskatoon--Grasswood,Mark Friesen People's Party - PPC/Parti populaire - PPC,Small Business Owner/Propriétaire de petite entreprise,2108,4.6,
2021,Saskatchewan,Saskatoon--Grasswood,Gillian Walker Green Party/Parti Vert,Educator/Personnel enseignant,556,1.2,
2021,Saskatchewan,Saskatoon--University,Corey Tochor ** Conservative/Conservateur,Parliamentarian/Parlementaire,20389,48,
2021,Saskatchewan,Saskatoon--University,Claire Card NDP-New Democratic Party/NPD-Nouveau Parti démocratique,Professor of Veterinary Medicine/Professeure de médecine vétérinaire,15042,35.4,
2021,Saskatchewan,Saskatoon--University,Dawn Dumont Walker Liberal/Libéral,Executive Operating Officer/Directrice générale de l'exploitation,4608,10.8,
2021,Saskatchewan,Saskatoon--University,Guto Penteado People's Party - PPC/Parti populaire - PPC,Communications Consultant/Conseiller en communications,1778,4.2,
2021,Saskatchewan,Saskatoon--University,North-Marie Hunter Green Party/Parti Vert,University Student/Étudiante à l'université,405,1,
2021,Saskatchewan,Saskatoon--University,Carl A Wesolowski Christian Heritage Party/Parti de l'Héritage Chrétien,Medical Doctor/Médecin,195,0.5,
2021,Saskatchewan,Saskatoon--University,Jeremy Fisher Communist/Communiste,Gas Leak Surveyor/Vérificateur des fuites de gaz,100,0.2,
2021,Saskatchewan,Souris--Moose Mountain,Robert Kitchen ** Conservative/Conservateur,Chiropractor/Chiropraticien,30049,76.4,
2021,Saskatchewan,Souris--Moose Mountain,Diane Neufeld People's Party - PPC/Parti populaire - PPC,Self-Employed/Travailleuse indépendante,3571,9.1,
2021,Saskatchewan,Souris--Moose Mountain,Hannah Ann Duerr NDP-New Democratic Party/NPD-Nouveau Parti démocratique,Student and Retail Worker/Étudiante et employée en commerce de détail,3107,7.9,
2021,Saskatchewan,Souris--Moose Mountain,Javin Ames-Sinclair Liberal/Libéral,Student/Étudiant,1636,4.2,
2021,Saskatchewan,Souris--Moose Mountain,Greg Douglas Maverick Party/Maverick Party,Veterinarian/Vétérinaire,977,2.5,
2021,Saskatchewan,Yorkton--Melville,Cathay Wagantall ** Conservative/Conservateur,Parliamentarian/Parlementaire,23794,68.7,
2021,Saskatchewan,Yorkton--Melville,Halsten David Rust NDP-New Democratic Party/NPD-Nouveau Parti démocratique,Manager of Strategic Partnerships/Gestionnaire de partenariats stratégiques,4239,12.2,
2021,Saskatchewan,Yorkton--Melville,Braden Robertson People's Party - PPC/Parti populaire - PPC,Courier Driver/Conducteur messageries,3227,9.3,
2021,Saskatchewan,Yorkton--Melville,Jordan Ames-Sinclair Liberal/Libéral,Public Servant /Fonctionnaire,2187,6.3,
2021,Saskatchewan,Yorkton--Melville,Valerie Brooks Green Party/Parti Vert,Teacher/Enseignante,614,1.8,
2021,Saskatchewan,Yorkton--Melville,Denise Loucks Maverick Party/Maverick Party,Business Owner/Propriétaire d'entreprise,597,1.7,
2021,Alberta,Banff--Airdrie,Blake Richards ** Conservative/Conservateur,Parliamentarian/Parlementaire,43677,56.7,
